Customer_ID,Customer_Name,Email,Phone,Age,Gender,City,State,Country,Join_Date,Last_Purchase_Date,Customer_Segment,Annual_Income,Transaction_Count,Customer_Score
CUST000001,Anita Bawa,invalid_email,123,999,Female,,Rajasthan,India,2022-04-21,2025-05-14,,9999999999.0,100000,43
CUST000001,Vasatika Padmanabhan,invalid_email,123,999,Female,,Tamil Nadu,India,2020-08-17,2021-05-02,,,100000,11
CUST000001,Bhavna Khalsa,invalid_email,123,999,Female,,Tamil Nadu,India,2020-03-22,2025-12-31,,9999999999.0,100000,68
CUST000001,Nathaniel Lata,invalid_email,,999,Female,,Rajasthan,India,2020-01-21,2022-01-21,,9999999999.0,100000,25
CUST000001,Krish Agate,invalid_email,123,999,Female,,Gujarat,India,2022-02-02,2022-04-17,,9999999999.0,100000,35
CUST000001,Ayush Nagarajan,invalid_email,123,999,Female,,Delhi,India,2021-12-20,2022-01-24,,9999999999.0,100000,33
CUST000001,Chatura Bali,,123,999,Female,,Uttar Pradesh,India,2024-04-29,2025-03-17,,,100000,13
CUST000001,Damini Cherian,invalid_email,123,999,Male,,Rajasthan,India,2019-11-17,2021-10-04,,9999999999.0,100000,46
CUST000001,Qabil Pradhan,invalid_email,123,999,Female,,West Bengal,India,2019-01-09,2021-02-01,,,100000,57
CUST000001,Tristan Chana,invalid_email,123,999,Female,,Uttar Pradesh,India,2020-03-30,2024-05-18,,9999999999.0,176,26
CUST000001,Sathvik Balasubramanian,invalid_email,123,999,Male,Bengaluru,Karnataka,India,2025-03-30,2025-07-26,Standard,662477.0,100000,74
CUST000001,Dalaja Khanna,invalid_email,123,999,Female,,West Bengal,India,2025-04-04,2025-04-26,,,100000,49
CUST000001,Avni Rai,invalid_email,123,999,Other,,Maharashtra,India,2018-08-26,2019-04-23,,9999999999.0,100000,50
CUST000001,Upkaar Mistry,,123,999,Male,,Gujarat,India,2020-07-29,2024-02-19,,9999999999.0,100000,52
CUST000001,Ekavir Saha,,123,999,Female,,Rajasthan,India,2021-01-14,2022-10-14,,,100000,48
CUST43966,Kavya Nigam,,123,24,Male,,Uttar Pradesh,India,2023-06-19,2026-03-10,,,100000,4
CUST000001,Lavanya Bala,invalid_email,123,999,Male,,Rajasthan,India,2019-10-21,2025-05-01,,9999999999.0,100000,74
CUST000001,Arunima Om,invalid_email,123,999,Female,,West Bengal,India,2016-08-19,2023-01-11,,,100000,87
CUST000001,Dayamai Gandhi,invalid_email,,999,Male,,Karnataka,India,2020-08-29,2023-04-06,,,100000,77
CUST000001,Bhanumati Bose,invalid_email,123,999,Male,,Rajasthan,India,2025-08-21,2025-11-14,,9999999999.0,100000,56
CUST000001,Ethan Pandey,,123,999,Male,,Karnataka,India,2016-06-30,2020-12-12,,9999999999.0,100000,15
CUST000001,Gabriel Bhat,,123,999,Female,,Telangana,India,2017-06-18,2021-06-24,,9999999999.0,100000,28
CUST000001,Rudra Muni,invalid_email,123,999,Other,,Maharashtra,India,2023-10-10,2024-11-21,,,100000,36
CUST000001,Dhruv Kunda,invalid_email,123,999,Other,,West Bengal,India,2019-10-25,2023-03-18,,9999999999.0,100000,38
CUST000001,Yuvraj Choudhury,invalid_email,123,999,Female,,Tamil Nadu,India,2020-07-01,2025-07-18,,,100000,64
CUST000001,Faraj Prasad,invalid_email,123,22,Male,,Rajasthan,India,2018-07-03,2023-03-14,,9999999999.0,100000,36
CUST80638,Tanvi Seth,invalid_email,123,999,Other,,Gujarat,India,2020-05-18,2023-12-13,,9999999999.0,100000,83
CUST000001,Pahal Balay,invalid_email,123,19,Other,,Maharashtra,India,2025-05-10,2025-08-26,,,100000,76
CUST000001,Yatin Kothari,invalid_email,123,200,Female,,Maharashtra,India,2019-02-13,2025-05-18,,9999999999.0,100000,81
CUST000001,Sathvik Singhal,invalid_email,123,999,Female,,Gujarat,India,2021-04-25,2021-12-24,,,100000,51
CUST000001,Hemangini Pradhan,invalid_email,123,999,Female,,West Bengal,India,2025-03-25,2025-08-08,,9999999999.0,100000,15
CUST000001,Madhavi Prabhakar,invalid_email,123,999,Female,,Karnataka,India,2022-12-18,2023-11-02,,,100000,100
CUST000001,Bahadurjit Memon,,123,999,Other,,Tamil Nadu,India,2019-11-08,2024-10-19,,9999999999.0,100000,33
CUST88050,Mekhala Suri,invalid_email,,45,Male,,West Bengal,India,2024-11-15,2026-01-06,,9999999999.0,100000,21
CUST000001,Samesh Sanghvi,,123,999,Male,,Rajasthan,India,2024-01-06,2025-10-25,,,100000,24
CUST000001,Xiti Behl,invalid_email,123,999,Other,,Gujarat,India,2022-03-06,2023-01-15,,9999999999.0,100000,59
CUST000001,Kai Nori,invalid_email,123,999,Female,,Rajasthan,India,2017-01-03,2019-08-07,,9999999999.0,100000,56
CUST000001,Mekhala Singhal,invalid_email,123,999,Female,Jaipur,Rajasthan,India,2021-06-01,2026-02-04,Standard,9999999999.0,100000,95
CUST000001,Adweta Sekhon,,,47,Other,,Gujarat,India,2023-09-26,2024-11-23,,9999999999.0,100000,54
CUST000001,Champak Mannan,invalid_email,123,999,Other,,Delhi,India,2018-12-27,2022-10-13,,,100000,12
CUST55919,Ira Sami,invalid_email,123,999,Other,,West Bengal,India,2017-04-19,2025-03-29,,9999999999.0,100000,52
CUST000001,Anusha Prakash,invalid_email,123,999,Male,,Maharashtra,India,2022-05-22,2025-09-03,,,100000,13
CUST000001,Faras Kunda,invalid_email,123,999,Other,Delhi,Delhi,India,2018-07-23,2022-12-09,Standard,9999999999.0,100000,76
CUST000001,Jason Andra,invalid_email,123,999,Male,,Gujarat,India,2024-12-30,2025-07-21,,9999999999.0,100000,32
CUST000001,Dev Kumar,invalid_email,123,999,Female,,West Bengal,India,2019-01-03,2025-11-06,,,100000,60
CUST000001,Lajita Dara,invalid_email,123,999,Male,,Delhi,India,2023-03-17,2024-10-08,,9999999999.0,100000,64
CUST000001,Tarak Narula,invalid_email,123,999,Other,,Delhi,India,2024-01-21,2024-12-25,,,100000,23
CUST000001,Faqid Kadakia,invalid_email,123,999,Male,,Tamil Nadu,India,2020-04-26,2022-06-27,,9999999999.0,100000,86
CUST000001,Harish Rege,invalid_email,123,999,Other,Jaipur,Rajasthan,India,2021-06-11,2024-09-08,Premium,1884179.0,100000,10
CUST000001,Luke Bhattacharyya,invalid_email,123,999,Other,,Karnataka,India,2022-07-23,2023-05-05,,9999999999.0,100000,7
CUST000001,Kamya Raju,,,999,Female,,Maharashtra,India,2016-10-09,2018-07-26,,9999999999.0,100000,31
CUST000001,Girik Chand,invalid_email,123,999,Other,,West Bengal,India,2025-07-10,2025-12-09,,9999999999.0,399,42
CUST000001,Ekantika Kara,,123,999,Other,,Maharashtra,India,2023-05-12,2024-06-12,,,100000,37
CUST000001,Jagdish Butala,invalid_email,123,999,Other,,Maharashtra,India,2019-08-11,2021-05-07,,,100000,63
CUST12442,Girish Gaba,invalid_email,123,999,Male,,Karnataka,India,2021-03-31,2024-07-09,,9999999999.0,100000,14
CUST000001,Ria Bassi,invalid_email,123,999,Male,,Rajasthan,India,2021-05-05,2022-08-02,,9999999999.0,100000,93
CUST000001,George Doshi,sanaya16@example.com,123,999,Male,Pune,Maharashtra,India,2025-06-11,2025-08-13,Premium,9999999999.0,100000,86
CUST000001,Netra Sami,invalid_email,123,999,Female,,West Bengal,India,2016-12-19,2017-07-20,,9999999999.0,100000,100
CUST000001,Ekaraj Singh,invalid_email,123,999,Male,,Tamil Nadu,India,,2023-03-27,,9999999999.0,100000,49
CUST000001,Kamya Maharaj,invalid_email,123,999,Male,Jaipur,Rajasthan,India,2026-03-08,2024-12-09,Premium,9999999999.0,100000,94
CUST000001,Sneha Barad,invalid_email,123,999,Other,,Maharashtra,India,2016-08-22,2021-04-15,,9999999999.0,100000,66
CUST000001,Hemangini Sabharwal,invalid_email,,999,Male,,West Bengal,India,2019-06-27,2022-09-15,,9999999999.0,100000,10
CUST000001,Aishani Keer,invalid_email,123,999,Female,,Gujarat,India,2023-08-28,2025-04-13,,,100000,36
CUST000001,Upma Sem,invalid_email,123,999,Other,,Maharashtra,India,2019-11-10,2020-06-19,,9999999999.0,100000,23
CUST000001,Aarav Sharaf,invalid_email,123,999,Other,,Tamil Nadu,India,2026-02-25,2026-06-11,,9999999999.0,100000,9
CUST000001,Vasana Varkey,invalid_email,123,999,Male,,Maharashtra,India,2021-07-25,2023-07-14,,9999999999.0,100000,43
CUST000001,Arjun Comar,invalid_email,123,27,Female,,Maharashtra,India,2020-11-25,2021-11-08,,9999999999.0,100000,32
CUST000001,Charan Gara,invalid_email,123,999,Male,,Telangana,India,2018-01-05,2020-09-23,,9999999999.0,100000,99
CUST000001,Krish Mall,invalid_email,123,999,Other,,Rajasthan,India,2024-12-04,2026-04-19,,,100000,28
CUST000001,Saksham Dubey,invalid_email,123,999,Female,,Gujarat,India,2022-11-01,2024-11-27,,9999999999.0,100000,56
CUST35781,Chaaya Mistry,invalid_email,123,999,Male,,Karnataka,India,2026-02-02,2026-05-30,,9999999999.0,100000,34
CUST000001,Megha Sangha,invalid_email,123,999,Male,,Gujarat,India,2018-04-12,2021-05-03,,,100000,35
CUST000001,Girik Salvi,invalid_email,123,999,Male,,Maharashtra,India,2023-05-12,2026-04-16,,,100000,15
CUST000001,Jairaj Goyal,,123,999,Female,,Maharashtra,India,2025-10-05,2025-11-30,,9999999999.0,100000,87
CUST000001,Jeet Boase,invalid_email,123,999,Other,,Telangana,India,2024-10-20,2025-09-10,,9999999999.0,100000,16
CUST000001,Daksh Dutta,invalid_email,123,999,Other,,Gujarat,India,2022-09-10,2022-12-21,,9999999999.0,100000,98
CUST000001,Yashvi Puri,invalid_email,123,999,Other,,Maharashtra,India,2023-06-12,2025-10-03,,9999999999.0,100000,19
CUST000001,Yashodhara Saha,invalid_email,123,999,Male,,Tamil Nadu,India,2023-07-06,2025-11-02,,9999999999.0,100000,88
CUST000001,Dhriti Chopra,invalid_email,123,999,Other,,Gujarat,India,2022-02-17,2025-08-11,,9999999999.0,100000,93
CUST000001,Ryan Vaidya,invalid_email,123,999,Other,,Maharashtra,India,2017-10-29,2019-02-14,,9999999999.0,100000,79
CUST000001,Rayaan Halder,,123,999,Other,,Delhi,India,2024-07-06,2026-01-07,,,100000,21
CUST000001,Hardik Gupta,invalid_email,123,999,Female,,Maharashtra,India,2018-06-15,2023-05-27,,9999999999.0,100000,80
CUST000001,Sathvik Barman,invalid_email,123,999,Female,,Rajasthan,India,2023-03-22,2025-09-11,,9999999999.0,100000,57
CUST000001,Ryan Ahuja,invalid_email,123,999,Other,,Uttar Pradesh,India,2024-04-14,2025-12-31,,,100000,38
CUST000001,Ranbir Kulkarni,invalid_email,123,999,Female,,Maharashtra,India,2024-05-31,2026-04-10,,,100000,64
CUST000001,Shravya Bhagat,invalid_email,123,999,Female,,Karnataka,India,2024-06-06,2026-05-14,,,57,84
CUST000001,Upma Madan,invalid_email,123,999,Female,,Rajasthan,India,2026-01-22,2026-01-30,,9999999999.0,24,29
CUST000001,Yagnesh Chokshi,invalid_email,123,999,Male,,Delhi,India,2024-01-14,2025-09-02,,9999999999.0,274,89
CUST97532,Harita Tailor,invalid_email,123,999,Female,,Gujarat,India,2018-08-29,2021-05-15,,9999999999.0,183,39
CUST000001,Ansh Bhargava,invalid_email,123,999,Other,,Telangana,India,2019-03-10,2025-11-29,,9999999999.0,100000,31
CUST000001,Champak Rao,,123,19,Female,,Tamil Nadu,India,2018-05-09,2023-06-24,,,100000,87
CUST000001,Laksh Khatri,invalid_email,123,999,Male,,Karnataka,India,2021-05-31,2022-09-22,,9999999999.0,100000,13
CUST000001,Chakrika Tank,invalid_email,123,999,Female,,Karnataka,India,2021-03-20,2022-06-15,,9999999999.0,100000,95
CUST43060,Sara Krishna,,123,27,Other,,Karnataka,India,2020-11-23,2025-10-14,,9999999999.0,100000,61
CUST000001,Ishanvi Banerjee,invalid_email,123,999,Male,Pune,Maharashtra,India,2017-10-03,2023-01-07,Basic,9999999999.0,100000,51
CUST000001,Maanav Nanda,,123,999,Other,,Delhi,India,2022-08-31,2025-08-12,,9999999999.0,100000,54
CUST000001,Keya Raja,invalid_email,123,999,Other,,Maharashtra,India,2019-04-15,2023-11-15,,,100000,83
CUST000001,Tamanna Shankar,invalid_email,123,999,Other,,Maharashtra,India,2016-08-30,2025-03-30,,9999999999.0,100000,66
CUST000001,Idika Mital,,123,999,Other,,Maharashtra,India,,2026-05-17,,9999999999.0,100000,21
CUST000001,Ekapad Khare,invalid_email,123,999,Other,Pune,Maharashtra,India,2016-10-15,2018-02-23,Standard,9999999999.0,100000,7
CUST000001,Gunbir Desai,invalid_email,123,999,Male,,Telangana,India,2021-12-13,2022-09-16,,9999999999.0,100000,5
CUST000001,Eta Narayanan,invalid_email,123,999,Female,,Tamil Nadu,India,2016-11-06,2021-05-09,,9999999999.0,100000,70
CUST000001,Bina Date,invalid_email,123,999,Other,,Gujarat,India,2025-06-17,2026-02-21,,9999999999.0,100000,86
CUST99610,Rayaan Suri,invalid_email,123,999,Female,,Tamil Nadu,India,2025-04-28,2025-07-11,,,100000,80
CUST000001,Chakradev Anand,invalid_email,123,999,Female,,Karnataka,India,2023-07-30,2025-03-08,,9999999999.0,100000,42
CUST49973,Chakrika Sur,,123,999,Other,,Rajasthan,India,2021-12-18,2022-04-23,,9999999999.0,100000,9
CUST000001,Chasmum Sura,,123,999,Male,,Delhi,India,2020-11-22,2022-03-31,,9999999999.0,100000,19
CUST000001,Brijesh Borra,invalid_email,123,999,Male,,Telangana,India,2023-11-09,2025-03-29,,9999999999.0,100000,60
CUST000001,Ishanvi Buch,,123,999,Male,Pune,Maharashtra,India,2019-05-29,2019-10-09,Premium,9999999999.0,100000,91
CUST000001,Jeremiah Natt,invalid_email,123,999,Male,,Gujarat,India,2017-08-15,2025-07-30,,9999999999.0,100000,32
CUST000001,Gagan Suri,invalid_email,123,28,Male,,Rajasthan,India,2016-07-02,2023-12-30,,9999999999.0,100000,82
CUST000001,Pahal Jayaraman,invalid_email,123,999,Female,,Telangana,India,2024-05-03,2025-04-17,,9999999999.0,100000,97
CUST89718,Sachi Kapur,,123,999,Female,,Delhi,India,2018-02-05,2018-11-01,,9999999999.0,100000,9
CUST000001,Lucky Lad,invalid_email,123,999,Female,,Karnataka,India,2019-07-13,2023-09-27,,,100000,88
CUST000001,Fitan Natt,invalid_email,123,999,Male,Hyderabad,Telangana,India,2020-05-11,2020-07-29,Standard,1851381.0,100000,70
CUST104073,Lekha Sathe,invalid_email,123,999,Female,,Maharashtra,India,2023-10-25,2024-09-18,,,100000,94
CUST000001,Chakrika Sandal,,123,999,Male,,Delhi,India,2025-01-15,2025-02-20,,,100000,74
CUST000001,Nisha Subramanian,invalid_email,123,24,Other,,Telangana,India,2017-12-18,2020-07-20,,,100000,84
CUST000001,Neha Mukherjee,invalid_email,123,54,Male,Ahmedabad,Gujarat,India,2025-11-21,2025-12-09,Premium,591878.0,100000,5
CUST000001,Anmol Pandya,invalid_email,123,999,Other,,Maharashtra,India,2017-05-09,2019-07-08,,,100000,57
CUST000001,Yamini Rattan,user@@gmail.com,123,40,Male,Mumbai,Maharashtra,India,2024-10-18,2025-03-10,Basic,9999999999.0,100000,51
CUST000001,Harish Magar,invalid_email,123,999,Other,,Telangana,India,2021-07-18,2022-12-07,,9999999999.0,100000,64
CUST000001,Chaitaly Agate,invalid_email,123,999,Other,,Maharashtra,India,2024-04-14,2025-07-19,,9999999999.0,100000,34
CUST000001,Fitan Nagar,invalid_email,123,999,Other,,Uttar Pradesh,India,2019-02-12,2022-05-26,,9999999999.0,100000,4
CUST000001,Neelima Dey,invalid_email,123,999,Other,,Maharashtra,India,2024-05-11,2025-09-28,,9999999999.0,100000,54
CUST000001,Simon Pal,invalid_email,123,999,Other,,Telangana,India,2017-01-28,2020-12-18,,9999999999.0,100000,87
CUST000001,Amaira Brar,invalid_email,123,999,Other,,Telangana,India,2025-09-05,2025-12-25,,,100000,38
CUST000001,Xavier Peri,invalid_email,123,29,Other,,Maharashtra,India,2025-10-28,2026-02-11,,9999999999.0,100000,56
CUST000001,Gautami Kamdar,invalid_email,123,999,Other,,West Bengal,India,2021-12-27,2022-05-22,,9999999999.0,100000,22
CUST000001,Yagnesh Bhatti,invalid_email,123,999,Other,,Delhi,India,2023-08-09,2024-07-11,,,100000,40
CUST000001,Dipta Ratti,invalid_email,123,999,Male,,Delhi,India,2021-09-10,2024-11-20,,9999999999.0,100000,42
CUST000001,Jagat Bhavsar,invalid_email,123,999,Other,,West Bengal,India,2025-11-22,2025-12-19,,9999999999.0,100000,6
CUST000001,Sanya Dara,invalid_email,123,999,Other,,Gujarat,India,2017-03-11,2018-05-29,,,100000,38
CUST000001,Jeevika Baria,invalid_email,123,999,Female,,Maharashtra,India,2021-05-15,2025-09-20,,9999999999.0,100000,68
CUST000001,Anya Das,invalid_email,123,999,Male,,Karnataka,India,2023-07-25,2023-09-13,,,100000,2
CUST000001,Damini Keer,invalid_email,123,999,Other,Kolkata,West Bengal,India,2024-01-14,2025-02-14,Standard,9999999999.0,100000,46
CUST000001,Vedant Zachariah,invalid_email,123,999,Other,,West Bengal,India,2023-04-05,2024-10-06,,,100000,57
CUST000001,Hritik Hora,invalid_email,123,999,Other,Chennai,Tamil Nadu,India,2018-09-03,2026-05-11,Standard,9999999999.0,28,41
CUST73292,Onveer Goel,invalid_email,123,34,Female,,Telangana,India,2017-09-10,2019-12-09,,,100000,13
CUST000001,Nakul Choudhary,invalid_email,123,999,Female,,Karnataka,India,2025-11-09,2025-11-18,,9999999999.0,100000,77
CUST000001,Gaurang Bobal,invalid_email,123,999,Male,,Maharashtra,India,2021-11-04,2024-03-01,,9999999999.0,100000,64
CUST000001,Kamala Luthra,invalid_email,123,999,Female,Pune,Maharashtra,India,2018-10-06,2020-09-10,Premium,1168928.0,100000,38
CUST000001,Nihal Mody,invalid_email,123,22,Other,,Tamil Nadu,India,2025-12-25,2026-03-17,,,100000,10
CUST87861,Amol Bera,invalid_email,,999,Female,,Tamil Nadu,India,2022-09-07,2024-07-10,,9999999999.0,100000,79
CUST000001,Daksha Kohli,invalid_email,,999,Other,Hyderabad,Telangana,India,,2025-03-09,Standard,9999999999.0,100000,97
CUST90712,Patrick Tank,invalid_email,123,999,Female,Jaipur,Rajasthan,India,2022-07-17,2024-12-25,Standard,9999999999.0,100000,36
CUST000001,Ojasvi Kadakia,invalid_email,123,35,Other,,Gujarat,India,2021-10-12,2022-04-26,,9999999999.0,100000,73
CUST000001,Vedhika Doshi,invalid_email,123,999,Male,,West Bengal,India,2021-03-12,2022-03-08,,,100000,14
CUST000001,Vedhika Soni,invalid_email,123,999,Other,,Gujarat,India,2018-05-07,2024-12-14,,9999999999.0,100000,77
CUST000001,Diya Cherian,invalid_email,123,999,Other,,Gujarat,India,2016-10-16,2023-10-13,,9999999999.0,100000,54
CUST000001,Umang Goel,invalid_email,123,42,Other,,Karnataka,India,2022-09-05,2025-04-17,,9999999999.0,100000,41
CUST000001,Bhavani Gokhale,invalid_email,123,999,Female,,Maharashtra,India,2025-07-24,2026-02-21,,9999999999.0,100000,3
CUST47577,Harshil Naidu,,123,66,Male,,Rajasthan,India,2018-02-08,2018-04-20,,9999999999.0,100000,71
CUST000001,Om Sundaram,invalid_email,123,999,Female,,Delhi,India,2025-01-23,2025-10-06,,,100000,28
CUST000001,Andrew Baria,invalid_email,123,999,Male,,West Bengal,India,2017-03-16,2023-12-07,,9999999999.0,100000,11
CUST000001,Wridesh Toor,invalid_email,123,999,Male,,Uttar Pradesh,India,2022-02-12,2026-02-19,,9999999999.0,100000,57
CUST000001,Lucky Sani,david43@example.net,123,999,Other,Hyderabad,Telangana,India,2024-08-26,2026-01-11,Premium,9999999999.0,100000,43
CUST000001,Ria Goel,invalid_email,123,999,Female,,Karnataka,India,2018-11-25,2019-03-18,,9999999999.0,100000,15
CUST000001,Bina Garg,invalid_email,123,999,Male,,West Bengal,India,2023-05-28,2025-04-08,,9999999999.0,100000,20
CUST000001,Henry Amble,invalid_email,123,999,Other,,Maharashtra,India,2016-08-27,2026-03-20,,9999999999.0,100000,32
CUST000001,Jyoti Pandey,invalid_email,123,999,Male,Bengaluru,Karnataka,India,2020-10-18,2024-07-04,Standard,9999999999.0,100000,3
CUST000001,Zansi Sengupta,invalid_email,,999,Male,,Telangana,India,2018-05-23,2025-10-10,,,100000,75
CUST000001,Harinakshi Shroff,invalid_email,123,999,Male,,Gujarat,India,2021-04-18,2026-01-05,,9999999999.0,100000,50
CUST000001,Zinal Krish,invalid_email,123,999,Female,,Uttar Pradesh,India,2023-06-22,2026-03-24,,9999999999.0,100000,92
CUST000001,Tarak Shukla,invalid_email,123,999,Other,,Gujarat,India,2023-07-08,2024-06-21,,,100000,59
CUST000001,Tamanna Wali,invalid_email,123,51,Other,,Karnataka,India,2017-05-30,2020-09-12,,9999999999.0,100000,24
CUST000001,Xavier Gola,invalid_email,123,999,Male,,West Bengal,India,2024-03-15,2025-08-01,,9999999999.0,288,94
CUST000001,Kevin Chaudhari,invalid_email,123,999,Male,,Tamil Nadu,India,2023-01-21,2025-08-23,,,100000,83
CUST000001,Kavya Bhargava,invalid_email,123,999,Female,,Karnataka,India,2017-05-16,2022-04-11,,9999999999.0,100000,75
CUST000001,Kevin Rout,invalid_email,123,999,Female,,Maharashtra,India,2019-09-25,2020-04-22,,9999999999.0,100000,48
CUST000001,Samesh Tiwari,invalid_email,123,999,Other,,West Bengal,India,2018-08-31,2024-10-18,,9999999999.0,100000,4
CUST26229,Charles Bali,invalid_email,123,999,Other,,Rajasthan,India,2020-05-20,2025-08-25,,,100000,16
CUST000001,Ganga Atwal,invalid_email,123,999,Male,,Rajasthan,India,2022-11-13,2026-01-15,,,100000,95
CUST73096,Naveen Hari,invalid_email,,999,Female,,Maharashtra,India,2023-09-30,2025-10-04,,9999999999.0,100000,60
CUST000001,Caleb Bose,invalid_email,123,999,Female,Ahmedabad,Gujarat,India,2023-01-11,2023-05-19,Premium,9999999999.0,100000,95
CUST000001,Rajeshri Joshi,invalid_email,123,999,Other,Hyderabad,Telangana,India,2020-02-19,2020-12-12,Standard,1743127.0,100000,3
CUST000001,Yasti Srivastava,invalid_email,123,999,Other,,Delhi,India,2020-09-30,2021-09-29,,9999999999.0,100000,93
CUST000001,Radhika Mitra,invalid_email,123,999,Male,,Rajasthan,India,2022-10-08,2025-09-03,,9999999999.0,100000,10
CUST000001,Logan Balay,,123,999,Male,,Karnataka,India,2025-08-13,2026-05-28,,9999999999.0,100000,18
CUST000001,Anthony Toor,invalid_email,,999,Male,,Maharashtra,India,2021-06-27,2023-07-05,,9999999999.0,100000,64
CUST000001,Maya Nazareth,invalid_email,123,999,Female,,West Bengal,India,2024-10-27,2025-03-25,,,100000,13
CUST000001,Om Chana,invalid_email,123,56,Other,,Tamil Nadu,India,2025-11-15,2026-03-15,,9999999999.0,100000,4
CUST000001,Libni Dara,invalid_email,123,999,Female,,West Bengal,India,2022-04-02,2024-08-21,,9999999999.0,100000,38
CUST000001,Samar Ben,invalid_email,123,999,Female,,Delhi,India,2023-03-15,2023-11-08,,,100000,91
CUST000001,Ria Ghose,,123,999,Male,,Maharashtra,India,2024-06-21,2025-05-19,,,100000,81
CUST000001,Inaya Balakrishnan,invalid_email,123,42,Male,Pune,Maharashtra,India,2026-04-27,2026-05-30,Standard,9999999999.0,365,6
CUST000001,Christopher Tak,invalid_email,123,999,Other,,Tamil Nadu,India,2022-07-21,2025-04-06,,,100000,60
CUST000001,Bhavya Bora,invalid_email,123,999,Male,,Maharashtra,India,2022-01-24,2022-12-27,,9999999999.0,100000,23
CUST000001,Ekaraj Banik,invalid_email,123,999,Male,Delhi,Delhi,India,2018-07-19,2019-03-12,Basic,9999999999.0,100000,44
CUST000001,Hemani Ahluwalia,invalid_email,123,999,Male,Kolkata,West Bengal,India,2022-08-12,2025-10-24,Standard,9999999999.0,100000,66
CUST000001,Yauvani Agarwal,invalid_email,123,999,Male,,Delhi,India,2018-01-16,2021-09-12,,9999999999.0,100000,57
CUST000001,Amaira Jain,invalid_email,123,999,Female,,Uttar Pradesh,India,2024-05-17,2026-01-16,,,100000,88
CUST000001,Anika Babu,invalid_email,123,26,Other,,Tamil Nadu,India,,2022-11-24,,9999999999.0,100000,100
CUST94342,Yasti Minhas,invalid_email,,999,Female,,Maharashtra,India,2025-10-11,2025-10-15,,,100000,41
CUST000001,Vamakshi Sankar,invalid_email,123,999,Other,,West Bengal,India,2016-08-03,2022-11-28,,9999999999.0,100000,34
CUST45698,Niharika Mandal,,123,999,Female,,Maharashtra,India,2019-09-15,2024-02-16,,9999999999.0,100000,9
CUST000001,Eesha Halder,invalid_email,123,999,Female,,West Bengal,India,2019-08-14,2025-12-06,,9999999999.0,100000,67
CUST000001,Rushil Kaul,invalid_email,123,999,Female,Kolkata,West Bengal,India,2025-03-07,2025-06-22,Standard,9999999999.0,477,48
CUST000001,Finn Kade,invalid_email,123,999,Other,,Maharashtra,India,2024-08-11,2026-05-16,,,100000,64
CUST19639,Harinakshi Bhakta,invalid_email,123,999,Male,,Delhi,India,2022-07-30,2024-01-09,,,100000,10
CUST000001,Oliver Vala,invalid_email,123,999,Male,,Maharashtra,India,2019-12-31,2020-03-30,,9999999999.0,100000,85
