Customer_ID,Customer_Name,Email,Phone,Age,Gender,City,State,Country,Join_Date,Last_Purchase_Date,Customer_Segment,Annual_Income,Transaction_Count,Customer_Score
CUST19293,Zehaan Mitter,advaysarna@example.net,429087070,49,Male,Kolkata,West Bengal,India,2018-02-19,2020-07-07,Standard,333934.0,471,35
CUST52451,Nachiket Ahluwalia,bishakhababu@example.com,7543730160,66,Other,Chennai,Tamil Nadu,India,2025-10-14,2026-01-29,Basic,530919.0,177,82
CUST29561,Abhimanyu Verma,avibalan@example.org,9435776970,66,Female,Chennai,Tamil Nadu,India,2022-06-10,2022-07-14,Premium,1536737.0,228,5
CUST47001,Anita Bawa,finnkhurana@example.org,0318755970,18,Female,Jaipur,Rajasthan,India,2022-04-21,2025-05-14,Standard,1574540.0,159,43
CUST86554,Vasatika Padmanabhan,,9653617670,19,Female,Chennai,Tamil Nadu,India,2020-08-17,2021-05-02,Standard,1409955.0,387,11
CUST88447,Bhavna Khalsa,singhalamrita@example.com,,26,Female,Chennai,Tamil Nadu,India,2020-03-22,2025-12-31,STANDARD,410371.0,472,68
CUST42493,Nathaniel Lata,sara57@example.com,9516945970,22,Female,Jaipur,Rajasthan,India,2020-01-21,2022-01-21,Basic,1422061.0,58,25
CUST90285,Krish Agate,dugalchandran@example.com,2285168590,56,Female,Ahmedabad,Gujarat,India,2022-02-02,2022-04-17,Standard,1125987.0,80,35
CUST47967,Ayush Nagarajan,jsankar@example.org,0844778190,28,Female,Delhi,Delhi,INDIA,2021-12-20,2022-01-24,Standard,494240.0,15,33
CUST50493,Chatura Bali,ryan07@example.org,6222561770,58,Female,Lucknow,Uttar Pradesh,India,2024-04-29,2025-03-17,Basic,1000000000.0,397,13
CUST67005,Damini Cherian,gaurimitra@example.org,5678910390,35,Male,Jaipur,Rajasthan,India,2019-11-17,2021-10-04,Standard,919134.0,125,46
CUST100435,Qabil Pradhan,wkoshy@example.org,3150586830,37,Female,Kolkata,West Bengal,India,2019-01-09,2021-02-01,Basic,1651464.0,64,57
CUST12741,Tristan Chana,fitanmore@example.net,,61,Female,Lucknow,Uttar Pradesh,India,2020-03-30,2024-05-18,Standard,,176,26
CUST59784,Sathvik Balasubramanian,pmand@example.net,0921392480,34,Male,Bengaluru,Karnataka,India,2025-03-30,2025-07-26,Standard,662477.0,388,74
CUST87290,Dalaja Khanna,bathjanya@example.net,1683980480,59,Female,Kolkata,West Bengal,India,2025-04-04,2025-04-26,PREMIUM,561974.0,215,49
CUST108500,Avni Rai,peter41@example.org,6657730060,23,Other,Pune,Maharashtra, India ,2018-08-26,2019-04-23,Basic,321881.0,287,50
CUST60363,Upkaar Mistry,balanidra@example.net,9820140080,40,Male,Ahmedabad,Gujarat,India,2020-07-29,2024-02-19,Premium,853252.0,357,52
CUST56420,Ekavir Saha,advika08@example.net,6403774810,46,Female,Jaipur,Rajasthan,India,2021-01-14,2022-10-14,Basic,760127.0,411,48
CUST43966,Kavya Nigam,madhavi44@example.com,4527050960,24,Male,Lucknow,Uttar Pradesh,India,2023-06-19,2026-03-10,Standard,1280090.0,310,4
CUST14475,Lavanya Bala,nathquincy@example.org,0214486190,49,Male,Jaipur,Rajasthan,India,2019-10-21,2025-05-01,Standard,1634852.0,242,74
CUST33292,Arunima Om,,9349540240,67,Female,Kolkata,West Bengal,India,2016-08-19,2023-01-11,Premium,1412777.0,291,87
CUST80693,Dayamai Gandhi,girikdugar@example.net,8157139800,33,Male,Bengaluru,Karnataka,India,2020-08-29,2023-04-06,Basic,1253929.0,196,77
CUST97194,Bhanumati Bose,qarincherian@example.org,6178922740,28,Male,Jaipur,Rajasthan,India,2025-08-21,2025-11-14,Standard,1492544.0,60,56
CUST85580,Ethan Pandey,,1792911460,34,Male,Bengaluru,Karnataka,India,2016-06-30,2020-12-12,Standard,931598.0,326,15
CUST29915,Gabriel Bhat,bhattsudiksha@example.net,1658558260,57,Female,Hyderabad,Telangana,India,2017-06-18,2021-06-24,Standard,834807.0,182,28
CUST51928,Rudra Muni,gbatta@example.net,8222627320,20,Other,Pune,Maharashtra,India,2023-10-10,2024-11-21,Standard,726213.0,75,36
CUST21134,Dhruv Kunda,,1741495540,66,Other,Kolkata,West Bengal,India,2019-10-25,2023-03-18,Premium,1072440.0,232,38
CUST97636,Yuvraj Choudhury,sagaranusha@example.org,0324515960,35,Female,Chennai,Tamil Nadu,India,2020-07-01,2025-07-18,Standard,,26,64
CUST12694,Faraj Prasad,,4142580710,22,Male,Jaipur,Rajasthan,India,2018-07-03,2023-03-14,Standard,471654.0,369,36
CUST80638,Tanvi Seth,ubath@example.com,4461649070,69,Other,Ahmedabad,Gujarat,India,2020-05-18,2023-12-13,Premium,1743331.0,107,83
CUST70953,Pahal Balay,xiti24@example.net,8468384310,19,Other,Pune,Maharashtra,India,2025-05-10,2025-08-26,Standard,1218753.0,91,76
CUST101554,Yatin Kothari,prau@example.com,2949558190,200,Female,Mumbai,Maharashtra,India,2019-02-13,2025-05-18, Premium ,1707707.0,79,81
CUST49383,Sathvik Singhal,chaaya74@example.org,1872933060,41,Female,Ahmedabad,Gujarat,India,2021-04-25,2021-12-24,Standard,1974912.0,328,51
CUST39944,Hemangini Pradhan,,4924206010,43,Female,Kolkata,West Bengal,India,2025-03-25,2025-08-08,Standard,1697885.0,366,15
CUST89508,Madhavi Prabhakar,zarna53@example.com,3794631510,22,Female,Bengaluru,Karnataka,India,2022-12-18,2023-11-02,Basic,983495.0,384,100
CUST38978,Bahadurjit Memon,joshuakumar@example.com,,56,Other,Chennai,Tamil Nadu,India,2019-11-08,2024-10-19,Basic,,228,33
CUST88050,Mekhala Suri,gunbirhayre@example.com,9509309370,45,Male,Kolkata,West Bengal,India,2024-11-15,2026-01-06,Premium,1364703.0,296,21
CUST53644,Samesh Sanghvi,sakshamdate@example.com,2810490340,34,Male,Jaipur,Rajasthan,India,2024-01-06,2025-10-25,basic,1796452.0,326,24
CUST65664,Xiti Behl,achowdhury@example.org,4357713110,23,Other,Ahmedabad,Gujarat,India,2022-03-06,2023-01-15,Standard,1330751.0,188,59
CUST18306,Kai Nori,,5562649020,62,Female,Jaipur,Rajasthan,INDIA,2017-01-03,2019-08-07,Premium,1361679.0,95,56
CUST67379,Mekhala Singhal,alexander49@example.net,9788328170,41,Female,Jaipur,Rajasthan,India,2021-06-01,2026-02-04,Standard,955143.0,426,95
CUST61601,Adweta Sekhon,bhattgaurangi@example.org,5788150290,47,Other,Ahmedabad,Gujarat,India,2023-09-26,2024-11-23,Standard,1041940.0,331,54
CUST17301,Champak Mannan,chaitaly43@example.org,8550794740,43,Other,Delhi,Delhi,India,2018-12-27,2022-10-13,Premium,724766.0,440,12
CUST55919,Ira Sami,gaurangiahuja@example.net,4077524810,47,Other,Kolkata,West Bengal,India,2017-04-19,2025-03-29,Premium,420317.0,9,52
CUST15581,Anusha Prakash,baltristan@example.net,223430920,20,Male, Pune ,Maharashtra,India,2022-05-22,2025-09-03,premium,440312.0,269,13
CUST33661,Faras Kunda,pprakash@example.net,5287985680,29,Other,Delhi,Delhi,India,2018-07-23,2022-12-09,Standard,1110864.0,497,76
CUST71547,Jason Andra,tanish58@example.org,5480946130,26,Male,Ahmedabad,Gujarat,India,2024-12-30,2025-07-21,Basic,329095.0,378,32
CUST70609,Dev Kumar,wriddhish70@example.net,1859650800,39,Female,Kolkata,West Bengal,India,2019-01-03,2025-11-06,Basic,1729832.0,94,60
CUST85549,Lajita Dara,,0693906760,39,Male,Delhi,Delhi,india,2023-03-17,2024-10-08,Premium,329328.0,4,64
CUST108441,Tarak Narula,vkaran@example.org,2845537310,69,Other,delhi,Delhi,India,2024-01-21,2024-12-25,Basic,815614.0,366,23
CUST83627,Faqid Kadakia,zayanyogi@example.com,8935728920,57,Male,Chennai,Tamil Nadu,India,2020-04-26,2022-06-27,Standard,860913.0,500,86
CUST81090,Harish Rege,sneha02@example.net,0546310510,46,Other,Jaipur,Rajasthan,India,2021-06-11,2024-09-08,Premium,1884179.0,449,10
CUST92913,Luke Bhattacharyya,om24@example.com,8873799160,25,Other,Bengaluru,Karnataka,India,2022-07-23,2023-05-05,Standard,1185957.0,361,7
CUST97530,Kamya Raju,,,50,Female,Mumbai,Maharashtra,India,2016-10-09,2018-07-26,Standard,1898552.0,126,31
CUST51827,Girik Chand,ekavir72@example.com,4145648960,35,Other,Kolkata,West Bengal,India,2025-07-10,2025-12-09,Basic,1265474.0,399,42
CUST73601,Ekantika Kara,karora@example.net,2968904760,36,Other,Pune,Maharashtra,India,2023-05-12,2024-06-12,Standard,489581.0,372,37
CUST29438,Jagdish Butala,pillaiira@example.net,2821477330,54,Other,Mumbai,Maharashtra, India ,2019-08-11,2021-05-07,Premium,,80,63
CUST12442,Girish Gaba,nagarajanvyanjana@example.com,4711157130,48,Male,Bengaluru,Karnataka,India,2021-03-31,2024-07-09,Basic,595212.0,96,14
CUST85296,Ria Bassi,jananinath@example.com,5890432460,29,Male,Jaipur,Rajasthan,India,2021-05-05,2022-08-02,Standard,1213187.0,278,93
CUST15346,George Doshi,sanaya16@example.com,3826859000,56,Male,Pune,Maharashtra,India,2025-06-11,2025-08-13,Premium,462700.0,153,86
CUST51336,Netra Sami,etachar@example.net,1803439310,23,Female,Kolkata,West Bengal,India,2016-12-19,2017-07-20,Premium,1026006.0,217,100
CUST97032,Ekaraj Singh,janaki24@example.com,0403212480,34,Male,Chennai,Tamil Nadu,India,,2023-03-27,Premium,836107.0,79,49
CUST37083,Kamya Maharaj,kperi@example.com,7072939350,49,Male,Jaipur,Rajasthan,India,2026-03-08,2024-12-09,Premium,1351367.0,345,94
CUST68380,Sneha Barad,fapte@example.net,6843766190,36,Other,Mumbai,Maharashtra,India,2016-08-22,2021-04-15,Basic,1474420.0,462,66
CUST32998,Hemangini Sabharwal,barmanyadavi@example.com,7825674560,26,Male,Kolkata,West Bengal,India,2019-06-27,2022-09-15,Standard,411982.0,45,10
CUST83665,Aishani Keer,max39@example.com,0237146980,65,Female,Ahmedabad,Gujarat,India,2023-08-28,2025-04-13,Standard,1400389.0,117,36
CUST30492,Upma Sem,,5136831150,41,Other,Pune,Maharashtra,India,2019-11-10,2020-06-19,Premium,764940.0,314,23
CUST95636,Aarav Sharaf,gokhalenitesh@example.net,2218806080,28,Other,Chennai,Tamil Nadu,India,2026-02-25,2026-06-11,Standard,1801908.0,307,9
CUST77246,Vasana Varkey,oscar37@example.org,8315402030,39,Male,Pune,Maharashtra,India,2021-07-25,2023-07-14,Basic,1717065.0,276,43
CUST73249,Arjun Comar,upkaarmuni@example.org,5459762340,27,Female,Pune,Maharashtra,India,2020-11-25,2021-11-08,Basic,998145.0,490,32
CUST70837,Charan Gara,,3187607710,43,Male,hyderabad,Telangana,India,2018-01-05,2020-09-23,Standard,1729329.0,35,99
CUST47027,Krish Mall,bakhshi31@example.org,,27,Other,Jaipur,Rajasthan,India,2024-12-04,2026-04-19,Basic,1329718.0,484,28
CUST101949,Saksham Dubey,krishnanomkaar@example.org,4209478680,54,Female,Ahmedabad,Gujarat,India,2022-11-01,2024-11-27,standard,1904689.0,295,56
CUST35781,Chaaya Mistry,pvaidya@example.net,8936239620,55,Male,Bengaluru,Karnataka,india,2026-02-02,2026-05-30,Basic,503428.0,440,34
CUST16418,Megha Sangha,faris52@example.com,9031590550,42,Male,Ahmedabad,Gujarat,India,2018-04-12,2021-05-03,Basic,861112.0,253,35
CUST86532,Girik Salvi,,0959033450,39,Male, Pune ,Maharashtra,India,2023-05-12,2026-04-16,Standard,1378487.0,305,15
CUST63667,Jairaj Goyal,jgill@example.net,1966807530,34,Female,Mumbai,Maharashtra,India,2025-10-05,2025-11-30,Standard,1642685.0,84,87
CUST60275,Jeet Boase,xsolanki@example.org,4726271470,200,Other,Hyderabad,Telangana,India,2024-10-20,2025-09-10,Basic,1693056.0,289,16
CUST18218,Daksh Dutta,tatachatura@example.org,2883149160,24,Other,Ahmedabad,Gujarat,India,2022-09-10,2022-12-21,Basic,1668979.0,454,98
CUST48140,Yashvi Puri,dhillonnimrat@example.org,9521988790,20,Other,Mumbai,Maharashtra,India,2023-06-12,2025-10-03,Basic,1406252.0,374,19
CUST70852,Yashodhara Saha,surivihaan@example.org,5749315720,52,Male,Chennai,Tamil Nadu,India,2023-07-06,2025-11-02,Premium,1576188.0,495,88
CUST50102,Dhriti Chopra,daksh53@example.org,8098190900,23,Other,Ahmedabad,Gujarat,India,2022-02-17,2025-08-11,Premium,446547.0,34,93
CUST43347,Ryan Vaidya,amrita64@example.com,8694970470,38,Other,Pune,Maharashtra,India,2017-10-29,2019-02-14,Basic,1870373.0,222,79
CUST101188,Rayaan Halder,battaaishani@example.org,0827217430,25,Other,Delhi,Delhi,India,2024-07-06,2026-01-07,Standard,931364.0,5,21
CUST87147,Hardik Gupta,ekbal95@example.org,7759079630,60,Female,Pune,Maharashtra,India,2018-06-15,2023-05-27,Standard,626775.0,442,80
CUST67090,Sathvik Barman,,0672538290,65,Female,Jaipur,Rajasthan,India,2023-03-22,2025-09-11,Premium,1293971.0,260,57
CUST85963,Ryan Ahuja,godapratyush@example.net,,52,Other,Lucknow,Uttar Pradesh,India,2024-04-14,2025-12-31,Premium,1432954.0,306,38
CUST41198,Ranbir Kulkarni,balendra54@example.net,,40,Female,Mumbai,Maharashtra,India,2024-05-31,2026-04-10,Premium,531115.0,30,64
CUST97914,Shravya Bhagat,rudramaster@example.org,7704726690,63,Female,Bengaluru,Karnataka,India,2024-06-06,2026-05-14,Basic,1263749.0,57,84
CUST19093,Upma Madan,,8781820250,29,Female,Jaipur,Rajasthan,India,2026-01-22,2026-01-30,Basic,1125884.0,24,29
CUST51080,Yagnesh Chokshi,,,25,Male,Delhi,Delhi,India,2024-01-14,2025-09-02,Premium,1697738.0,274,89
CUST97532,Harita Tailor,bpatil@example.org,9290815300,38,Female,Ahmedabad,Gujarat,India,2018-08-29,2021-05-15,Standard,329147.0,183,39
CUST99658,Ansh Bhargava,pdayal@example.com,2612844150,64,Other,Hyderabad,Telangana,India,2019-03-10,2025-11-29,Basic,995287.0,20,31
CUST94037,Champak Rao,agastyabhatt@example.net,6408927060,19,Female,Chennai,Tamil Nadu,India,2018-05-09,2023-06-24,Premium,1817122.0,258,87
CUST33168,Laksh Khatri,dakshesh09@example.net,0436390530,47,Male,Bengaluru,Karnataka,India,2021-05-31,2022-09-22,Standard,573467.0,436,13
CUST10963,Chakrika Tank,tamannakale@example.net,6186121520,27,Female,Bengaluru,Karnataka,India,2021-03-20,2022-06-15,Basic,1657919.0,403,95
CUST43060,Sara Krishna,bahrifaraj@example.net,0823441810,27,Other,Bengaluru,Karnataka,india,2020-11-23,2025-10-14,Standard,1249120.0,251,61
CUST109521,Ishanvi Banerjee,jackson30@example.org,2933957600,45,Male,Pune,Maharashtra,India,2017-10-03,2023-01-07,Basic,1657674.0,407,51
CUST73326,Maanav Nanda,,8071344330,37,Other,Delhi,Delhi,India,2022-08-31,2025-08-12,Standard,326775.0,221,54
CUST28437,Keya Raja,,7502587180,69,Other,Pune,Maharashtra,India,2019-04-15,2023-11-15,Premium,866189.0,4,83
CUST54196,Tamanna Shankar,rajavritti@example.com,9897961540,49,Other,Mumbai,Maharashtra,India,2016-08-30,2025-03-30,Basic,1299123.0,141,66
CUST88110,Idika Mital,yash46@example.com,2640802610,20,Other,Mumbai,Maharashtra,India,,2026-05-17,BASIC,334981.0,485,21
CUST26754,Ekapad Khare,,,40,Other,Pune,Maharashtra, India ,2016-10-15,2018-02-23,Standard,1197175.0,425,7
CUST59169,Gunbir Desai,,6352426840,45,Male,Hyderabad,Telangana,India,2021-12-13,2022-09-16,Standard,1884205.0,180,5
CUST65589,Eta Narayanan,jatinmadan@example.com,2642131840,32,Female,Chennai,Tamil Nadu,India,2016-11-06,2021-05-09,Basic,751676.0,266,70
CUST46480,Bina Date,hello@,,38,Other,Ahmedabad,Gujarat,India,2025-06-17,2026-02-21,Basic,1696257.0,126,86
CUST99610,Rayaan Suri,nvarghese@example.net,6120859470,49,Female,Chennai,Tamil Nadu,India,2025-04-28,2025-07-11,Premium,1683669.0,67,80
CUST66781,Chakradev Anand,nazarethanika@example.net,2693427500,22,Female,Bengaluru,Karnataka,India,2023-07-30,2025-03-08,Standard,1062692.0,296,42
CUST49973,Chakrika Sur,hello@,3343558860,69,Other,Jaipur,Rajasthan,India,2021-12-18,2022-04-23,Premium,1084761.0,194,9
CUST11862,Chasmum Sura,wardasavant@example.org,,62,Male,Delhi,Delhi, India ,2020-11-22,2022-03-31,Basic,463082.0,212,19
CUST107164,Brijesh Borra,lallawarda@example.com,,47,Male,Hyderabad,Telangana,India,2023-11-09,2025-03-29,Basic,1469422.0,194,60
CUST55716,Ishanvi Buch,,9273475030,40,Male,Pune,Maharashtra,India,2019-05-29,2019-10-09,Premium,510905.0,427,91
CUST14801,Jeremiah Natt,,,69,Male,Ahmedabad,Gujarat,India,2017-08-15,2025-07-30,Basic,1311015.0,413,32
CUST64915,Gagan Suri,xvarty@example.com,4455946350,28,Male,Jaipur,Rajasthan,India,2016-07-02,2023-12-30,Basic,1232051.0,16,82
CUST26885,Pahal Jayaraman,jatinbawa@example.net,9877293530,150,Female,Hyderabad,Telangana,India,2024-05-03,2025-04-17,Standard,1956962.0,174,97
CUST89718,Sachi Kapur,jpadmanabhan@example.org,8243712690,61,Female,Delhi,Delhi,India,2018-02-05,2018-11-01,Premium,1108176.0,200,9
CUST11718,Lucky Lad,rohanbhagat@example.com,4030815210,50,Female,Bengaluru,Karnataka,India,2019-07-13,2023-09-27,Premium,1618277.0,368,88
CUST49351,Fitan Natt,deolojas@example.com,4786472250,41,Male,Hyderabad,Telangana, India ,2020-05-11,2020-07-29,Standard,1851381.0,4,70
CUST104073,Lekha Sathe,ramaxiti@example.com,7381360320,48,Female,Pune,Maharashtra, India ,2023-10-25,2024-09-18,Standard,945054.0,1,94
CUST73525,Chakrika Sandal,manngavin@example.org,5329557060,46,Male,Delhi,Delhi,India,2025-01-15,2025-02-20,Basic,1879493.0,77,74
CUST29066,Nisha Subramanian,,1267407330,24,Other,HYDERABAD,Telangana,India,2017-12-18,2020-07-20,Standard,,260,84
CUST86161,Neha Mukherjee,rayaanshan@example.net,,54,Male,Ahmedabad,Gujarat,India,2025-11-21,2025-12-09,PREMIUM,591878.0,210,5
CUST50304,Anmol Pandya,dhruvnair@example.net,6046697900,36,Other,Mumbai,Maharashtra,India,2017-05-09,2019-07-08,Premium,301628.0,251,57
CUST43041,Yamini Rattan,user@@gmail.com,5108414990,40,Male,Mumbai,Maharashtra,India,2024-10-18,2025-03-10,Basic,1450243.0,144,51
CUST51896,Harish Magar,udyatisarraf@example.org,5283670890,38,Other,Hyderabad,Telangana,INDIA,2021-07-18,2022-12-07,PREMIUM,489361.0,442,64
CUST103554,Chaitaly Agate,,,57,Other,Pune,Maharashtra,India,2024-04-14,2025-07-19,Standard,1071697.0,327,34
CUST78191,Fitan Nagar,mkapur@example.org,,48,Other,Lucknow,Uttar Pradesh,INDIA,2019-02-12,2022-05-26,Basic,1263443.0,333,4
CUST14151,Neelima Dey,chamelisarkar@example.net,9903861630,56,Other,Pune,Maharashtra,India,2024-05-11,2025-09-28,Premium,1771295.0,243,54
CUST82464,Simon Pal,,2976612530,38,Other,Hyderabad,Telangana,India,2017-01-28,2020-12-18, Premium ,1940126.0,84,87
CUST30582,Amaira Brar,nagichristopher@example.net,5756554110,62,Other,Hyderabad,Telangana,India,2025-09-05,2025-12-25,Standard,1533074.0,389,38
CUST21181,Xavier Peri,tanmayi63@example.org,9609842130,29,Other,Mumbai,Maharashtra,India,2025-10-28,2026-02-11,Basic,1561952.0,82,56
CUST54432,Gautami Kamdar,rajata18@example.org,9238533870,70,Other,Kolkata,West Bengal,India,2021-12-27,2022-05-22,Basic,506138.0,337,22
CUST53257,Yagnesh Bhatti,dugalbina@example.net,8283957510,28,Other,Delhi,Delhi,India,2023-08-09,2024-07-11,Standard,632803.0,486,40
CUST30992,Dipta Ratti,zyogi@example.net,9719433560,54,Male,Delhi,Delhi,india,2021-09-10,2024-11-20,Premium,1658896.0,388,42
CUST97767,Jagat Bhavsar,emangal@example.net,6609106220,63,Other, Kolkata ,West Bengal,India,2025-11-22,2025-12-19,Basic,987742.0,340,6
CUST80965,Sanya Dara,praneel69@example.com,0968987450,64,Other,Ahmedabad,Gujarat,India,2017-03-11,2018-05-29,Standard,880596.0,494,38
CUST47773,Jeevika Baria,iparmar@example.org,7810185540,64,Female,Pune,Maharashtra,india,2021-05-15,2025-09-20,premium,342553.0,75,68
CUST90367,Anya Das,suriyadavi@example.org,4817334860,56,Male,Bengaluru,Karnataka,India,2023-07-25,2023-09-13,Standard,868941.0,94,2
CUST81666,Damini Keer,manneaadi@example.net,,68,Other,Kolkata,West Bengal,India,2024-01-14,2025-02-14,Standard,892151.0,462,46
CUST79898,Vedant Zachariah,jrege@example.net,,31,Other,Kolkata,West Bengal,INDIA,2023-04-05,2024-10-06,Premium,889548.0,52,57
CUST74620,Hritik Hora,yashoda35@example.org,6662496860,18,Other,Chennai,Tamil Nadu,India,2018-09-03,2026-05-11,Standard,375629.0,28,41
CUST73292,Onveer Goel,anyabasu@example.org,3548596640,34,Female,Hyderabad,Telangana,INDIA,2017-09-10,2019-12-09,Basic,1778679.0,303,13
CUST32657,Nakul Choudhary,solankitanvi@example.org,0645574630,55,Female,BENGALURU,Karnataka,India,2025-11-09,2025-11-18,Basic,441381.0,366,77
CUST41648,Gaurang Bobal,hegdearjun@example.com,6125279640,70,Male,Pune,Maharashtra,India,2021-11-04,2024-03-01,Standard,1385988.0,80,64
CUST57586,Kamala Luthra,jagdish90@example.net,,59,Female,Pune,Maharashtra,India,2018-10-06,2020-09-10,Premium,1168928.0,433,38
CUST30496,Nihal Mody,yachanakhurana@example.com,6620721600,22,Other,Chennai,Tamil Nadu, India ,2025-12-25,2026-03-17,Premium,1588276.0,301,10
CUST87861,Amol Bera,keyatara@example.org,,66,Female,Chennai,Tamil Nadu,India,2022-09-07,2024-07-10,Standard,1426350.0,73,79
CUST104200,Daksha Kohli,victorrout@example.net,,30,Other,Hyderabad,Telangana,India,,2025-03-09,Standard,842885.0,376,97
CUST90712,Patrick Tank,bawaharinakshi@example.com,0829754670,22,Female,Jaipur,Rajasthan,India,2022-07-17,2024-12-25,Standard,1734059.0,409,36
CUST23693,Ojasvi Kadakia,jeevika00@example.net,4495755260,35,Other,Ahmedabad,Gujarat,India,2021-10-12,2022-04-26,Premium,402275.0,159,73
CUST90753,Vedhika Doshi,chaitanyadixit@example.org,3929264160,38,Male,Kolkata,West Bengal,India,2021-03-12,2022-03-08,Standard,338573.0,271,14
CUST11938,Vedhika Soni,paggarwal@example.org,6313532060,30,Other,Ahmedabad,Gujarat,India,2018-05-07,2024-12-14,Standard,623190.0,188,77
CUST93899,Diya Cherian,ishwar23@example.net,7139250150,32,Other,Ahmedabad,Gujarat,INDIA,2016-10-16,2023-10-13,Basic,589780.0,61,54
CUST35873,Umang Goel,michaelmukhopadhyay@example.net,5967881390,42,Other,Bengaluru,Karnataka,India,2022-09-05,2025-04-17,Basic,871857.0,134,41
CUST107227,Bhavani Gokhale,anusha09@example.com,6354493440,26,Female,PUNE,Maharashtra,India,2025-07-24,2026-02-21,Basic,1939114.0,155,3
CUST47577,Harshil Naidu,reva93@example.net,9892601500,66,Male,Jaipur,Rajasthan,India,2018-02-08,2018-04-20,Basic,1241949.0,413,71
CUST63501,Om Sundaram,odikarao@example.org,1136463240,34,Female,Delhi,Delhi, India ,2025-01-23,2025-10-06,Basic,1250640.0,21,28
CUST85841,Andrew Baria,ubail@example.net,8432968090,45,Male,Kolkata,West Bengal,India,2017-03-16,2023-12-07,Premium,371189.0,206,11
CUST76221,Wridesh Toor,turvi38@example.net,6786063510,33,Male,Lucknow,Uttar Pradesh,India,2022-02-12,2026-02-19,Premium,1329432.0,163,57
CUST62379,Lucky Sani,david43@example.net,2465291440,46,Other,Hyderabad,Telangana,INDIA,2024-08-26,2026-01-11,Premium,1550296.0,401,43
CUST69806,Ria Goel,gaurangdevan@example.net,4119451990,42,Female,Bengaluru,Karnataka,India,2018-11-25,2019-03-18,Basic,1873229.0,37,15
CUST104824,Bina Garg,sinhalibni@example.com,,56,Male,kolkata,West Bengal,India,2023-05-28,2025-04-08,Basic,613044.0,172,20
CUST73771,Henry Amble,irachhabra@example.org,9257473820,61,Other,Pune,Maharashtra,India,2016-08-27,2026-03-20,Basic,317009.0,118,32
CUST100714,Jyoti Pandey,akalita@example.net,4284127650,39,Male,Bengaluru,Karnataka,India,2020-10-18,2024-07-04,Standard,1898322.0,158,3
CUST29966,Zansi Sengupta,edhitha46@example.net,,29,Male,Hyderabad,Telangana,India,2018-05-23,2025-10-10,Basic,717682.0,308,75
CUST60401,Harinakshi Shroff,raualka@example.org,6439304820,44,Male,Ahmedabad,Gujarat,India,2021-04-18,2026-01-05,Standard,1380820.0,227,50
CUST37849,Zinal Krish,amrita71@example.com,6097105620,66,Female,Lucknow,Uttar Pradesh,India,2023-06-22,2026-03-24,Premium,1779807.0,385,92
CUST100139,Tarak Shukla,bimalarao@example.org,6804757350,25,Other,Ahmedabad,Gujarat,india,2023-07-08,2024-06-21,Premium,1654481.0,171,59
